# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      11.632       36.700      116.914     4593.715
      11.639      170.800      116.914     4593.715
      11.647       74.300      116.914     4593.715
      11.655      114.300      116.914     4593.715
      11.663       57.500      116.914     4593.715
      11.671      145.500      116.914     4593.715
      11.678       91.200      116.914     4593.715
      11.686       57.700      116.914     4593.715
      11.694      146.500      116.914     4593.715
      11.701        0.000      116.914     4593.715
      11.709      187.000      116.914     4593.715
      11.717       94.500      116.914     4593.715
      11.724      112.600      116.914     4593.715
      11.732       59.000      116.914     4593.715
      11.739      137.800      116.914     4593.715
      11.747       90.600      116.914     4593.715
      11.754       47.400      116.914     4593.715
      11.762      145.900      116.914     4593.715
      11.769       76.100      116.914     4593.715
      11.777       72.600      116.914     4593.715
      11.784      172.900      116.914     4593.715
      11.791       82.300      116.914     4593.715
      11.798       70.600      116.914     4593.715
      11.806      137.100      116.914     4593.715
      11.813        0.000      116.914     4593.715
      11.821      148.200      116.914     4593.715
      11.828      133.800      116.914     4593.715
      11.835      122.200      116.914     4593.715
      11.843       81.700      116.914     4593.715
      11.850      108.600      116.914     4593.715
      11.857       95.500      116.914     4593.715
      11.864      109.200      116.914     4593.715
      11.872       24.600      116.914     4593.715
      11.878      124.200      116.914     4593.715
      11.885      147.500      116.914     4593.715
      11.892      107.300      116.914     4593.715
      11.899       99.500      116.914     4593.715
      11.906      110.200      116.914     4593.715
      11.914       24.400      116.914     4593.715
      11.921      153.100      116.914     4593.715
      11.928      120.900      116.914     4593.715
      11.935       96.400      116.914     4593.715
      11.942       46.400      116.914     4593.715
      11.949      158.200      116.914     4593.715
      11.957       15.700      116.914     4593.715
      11.964      118.800      116.914     4593.715
      11.972      163.000      116.914     4593.715
      11.979       45.300      116.914     4593.715
      11.986      137.300      116.914     4593.715
      11.994       45.000      116.914     4593.715
      12.002      139.900      116.914     4593.715
      12.009      128.000      116.914     4593.715
      12.016        0.000      116.914     4593.715
      12.023      138.600      116.914     4593.715
      12.031      140.300      116.914     4593.715
      12.038        0.000      116.914     4593.715
      12.045      135.900      116.914     4593.715
      12.052      140.500      116.914     4593.715
      12.060       67.800      116.914     4593.715
      12.067      154.300      116.914     4593.715
      12.075      117.200      116.914     4593.715
      12.082       18.200      116.914     4593.715
      12.090      146.200      116.914     4593.715
      12.097      134.700      116.914     4593.715
      12.105      100.100      116.914     4593.715
      12.112       67.300      116.914     4593.715
      12.119      134.300      116.914     4593.715
      12.127       23.300      116.914     4593.715
      12.134      176.700      116.914     4593.715
      12.142      101.500      116.914     4593.715
      12.149       16.500      116.914     4593.715
      12.157      181.500      116.914     4593.715
      12.164      103.400      116.914     4593.715
      12.173       98.800      116.914     4593.715
      12.182       84.900      116.914     4593.715
      12.190      105.100      116.914     4593.715
      12.198      110.000      116.914     4593.715
      12.206       77.900      116.914     4593.715
      12.214      120.600      116.914     4593.715
      12.221      102.300      116.914     4593.715
      12.229       81.200      116.914     4593.715
      12.237       86.400      116.914     4593.715
      12.244      120.400      116.914     4593.715
      12.252      108.300      116.914     4593.715
      12.260       82.400      116.914     4593.715
      12.267      114.700      116.914     4593.715
      12.275       66.300      116.914     4593.715
      12.283      134.200      116.914     4593.715
      12.291       80.400      116.914     4593.715
      12.298      103.800      116.914     4593.715
      12.306      114.100      116.914     4593.715
      12.313       63.100      116.914     4593.715
      12.321      135.000      116.914     4593.715
      12.329       84.900      116.914     4593.715
      12.335        0.000      116.914     4593.715
      12.343      205.400      116.914     4593.715
      12.351       92.700      116.914     4593.715
      12.359      106.800      116.914     4593.715
      12.368       74.600      116.914     4593.715
      12.376      125.600      116.914     4593.715
      12.384       64.600      116.914     4593.715
      12.391      135.300      116.914     4593.715
      12.399       81.300      116.914     4593.715
      12.407      118.800      116.914     4593.715
      12.415       92.300      116.914     4593.715
      12.423      103.300      116.914     4593.715
      12.430       95.000      116.914     4593.715
      12.438       66.800      116.914     4593.715
      12.446      135.500      116.914     4593.715
      12.453       32.900      116.914     4593.715
      12.461      165.400      116.914     4593.715
      12.469       66.000      116.914     4593.715
      12.477      133.000      116.914     4593.715
      12.485       63.100      116.914     4593.715
      12.492      122.100      116.914     4593.715
      12.500      105.300      116.914     4593.715
      12.508       62.800      116.914     4593.715
      12.515      127.400      116.914     4593.715
      12.523       81.000      116.914     4593.715
      12.531      130.400      116.914     4593.715
      12.538       82.300      116.914     4593.715
      12.546       87.700      116.914     4593.715
      12.553       62.600      116.914     4593.715
      12.560      161.200      116.914     4593.715
      12.568        0.000      116.914     4593.715
      12.576      193.000      116.914     4593.715
      12.583      107.600      116.914     4593.715
      12.590        0.000      116.914     4593.715
      12.598      146.000      116.914     4593.715
      12.606      125.000      116.914     4593.715
      12.613       85.200      116.914     4593.715
      12.621      138.500      116.914     4593.715
      12.629       92.600      116.914     4593.715
      12.636       39.600      116.914     4593.715
      12.644      146.600      116.914     4593.715
      12.651       66.800      116.914     4593.715
      12.660      139.500      116.914     4593.715
      12.667       99.600      116.914     4593.715
      12.675       93.600      116.914     4593.715
      12.683      106.800      116.914     4593.715
      12.690       94.400      116.914     4593.715
      12.697       41.800      116.914     4593.715
      12.705      163.500      116.914     4593.715
      12.713       76.600      116.914     4593.715
      12.720      104.300      116.914     4593.715
      12.728      120.000      116.914     4593.715
      12.735        0.000      116.914     4593.715
      12.742      191.600      116.914     4593.715
      12.750        0.000      116.914     4593.715
      12.757      172.800      116.914     4593.715
      12.765      133.900      116.914     4593.715
      12.772      103.400      116.914     4593.715
      12.779       35.100      116.914     4593.715
      12.787      121.900      116.914     4593.715
      12.794       99.300      116.914     4593.715
      12.802       58.100      116.914     4593.715
      12.809      176.200      116.914     4593.715
      12.816      102.600      116.914     4593.715
      12.824       65.000      116.914     4593.715
      12.832       66.200      116.914     4593.715
      12.839      167.200      116.914     4593.715
      12.847       31.300      116.914     4593.715
      12.854      134.200      116.914     4593.715
      12.862       84.400      116.914     4593.715
      12.869      151.600      116.914     4593.715
      12.877       24.800      116.914     4593.715
      12.884       93.700      116.914     4593.715
      12.892      134.900      116.914     4593.715
      12.899      135.600      116.914     4593.715
      12.906      103.800      116.914     4593.715
      12.914       30.600      116.914     4593.715
      12.921      146.100      116.914     4593.715
      12.929      118.300      116.914     4593.715
      12.936       84.700      116.914     4593.715
      12.944      104.700      116.914     4593.715
      12.951      104.000      116.914     4593.715
      12.958      119.400      116.914     4593.715
      12.966       82.800      116.914     4593.715
      12.974       81.600      116.914     4593.715
      12.981       59.300      116.914     4593.715
      12.989      173.600      116.914     4593.715
      12.996       58.100      116.914     4593.715
      13.003       70.600      116.914     4593.715
      13.011      147.700      116.914     4593.715
      13.019        0.000      116.914     4593.715
      13.026      209.100      116.914     4593.715
      13.034       85.000      116.914     4593.715
      13.041      125.900      116.914     4593.715
      13.049       22.900      116.914     4593.715
      13.056      176.300      116.914     4593.715
      13.064       64.100      116.914     4593.715
      13.071       55.500      116.914     4593.715
      13.079      141.700      116.914     4593.715
      13.086      119.100      116.914     4593.715
      13.094       36.400      116.914     4593.715
      13.101      129.100      116.914     4593.715
      13.109      115.300      116.914     4593.715
      13.116      102.700      116.914     4593.715
      13.124      125.000      116.914     4593.715
      13.131        0.000      116.914     4593.715
      13.139      193.600      116.914     4593.715
      13.146       86.100      116.914     4593.715
      13.154        0.000      116.914     4593.715
      13.161      223.500      116.914     4593.715
      13.169       72.500      116.914     4593.715
      13.176      129.900      116.914     4593.715
      13.184       45.200      116.914     4593.715
      13.191      147.900      116.914     4593.715
      13.199       59.300      116.914     4593.715
      13.207      137.200      116.914     4593.715
      13.214       93.200      116.914     4593.715
      13.222      110.800      116.914     4593.715
      13.229       23.100      116.914     4593.715
      13.237      140.700      116.914     4593.715
      13.244      133.900      116.914     4593.715
      13.252        0.000      116.914     4593.715
      13.259      134.900      116.914     4593.715
      13.266      136.300      116.914     4593.715
      13.274      131.500      116.914     4593.715
      13.282       71.200      116.914     4593.715
      13.289      127.900      116.914     4593.715
      13.297       34.200      116.914     4593.715
      13.304      130.000      116.914     4593.715
      13.312      135.300      116.914     4593.715
      13.319        0.000      116.914     4593.715
      13.326      181.400      116.914     4593.715
      13.334       56.300      116.914     4593.715
      13.341      112.600      116.914     4593.715
      13.350      134.000      116.914     4593.715
      13.358      102.900      116.914     4593.715
      13.366       96.300      116.914     4593.715
      13.374       69.300      116.914     4593.715
      13.382      119.500      116.914     4593.715
      13.389       88.500      116.914     4593.715
      13.397       57.400      116.914     4593.715
      13.404      167.600      116.914     4593.715
      13.412       75.000      116.914     4593.715
      13.420       86.000      116.914     4593.715
      13.428       93.100      116.914     4593.715
      13.435      130.000      116.914     4593.715
      13.443      113.300      116.914     4593.715
      13.451       70.600      116.914     4593.715
      13.458      130.000      116.914     4593.715
      13.466       12.100      116.914     4593.715
      13.473      160.000      116.914     4593.715
      13.481      119.500      116.914     4593.715
      13.488      100.400      116.914     4593.715
      13.495       68.900      116.914     4593.715
      13.503      121.300      116.914     4593.715
      13.511      118.600      116.914     4593.715
      13.518       60.500      116.914     4593.715
      13.525       90.000      116.914     4593.715
      13.533      131.600      116.914     4593.715
      13.540       85.000      116.914     4593.715
      13.548      130.600      116.914     4593.715
      13.555       82.800      116.914     4593.715
      13.563      103.000      116.914     4593.715
      13.570      109.600      116.914     4593.715
      13.577       17.200      116.914     4593.715
      13.584      126.000      116.914     4593.715
      13.592      100.600      116.914     4593.715
      13.600      129.000      116.914     4593.715
      13.607      109.100      116.914     4593.715
      13.615      105.900      116.914     4593.715
      13.622       98.300      116.914     4593.715
      13.630       88.100      116.914     4593.715
      13.638      110.900      116.914     4593.715
      13.646       78.100      116.914     4593.715
      13.653       87.900      116.914     4593.715
      13.661      126.800      116.914     4593.715
      13.668       63.100      116.914     4593.715
      13.676       98.400      116.914     4593.715
      13.683      119.500      116.914     4593.715
      13.691       89.400      116.914     4593.715
      13.699      124.600      116.914     4593.715
      13.706      113.100      116.914     4593.715
      13.714       93.100      116.914     4593.715
      13.721      101.100      116.914     4593.715
      13.729      102.200      116.914     4593.715
      13.736        5.900      116.914     4593.715
      13.744      147.800      116.914     4593.715
      13.752      141.500      116.914     4593.715
      13.759       92.500      116.914     4593.715
      13.766       75.300      116.914     4593.715
      13.773      125.200      116.914     4593.715
      13.781       25.300      116.914     4593.715
      13.789      164.000      116.914     4593.715
      13.796      119.900      116.914     4593.715
      13.804        0.000      116.914     4593.715
      13.812      149.300      116.914     4593.715
      13.819      144.800      116.914     4593.715
      13.826       30.400      116.914     4593.715
      13.834      150.500      116.914     4593.715
      13.841      121.700      116.914     4593.715
      13.849        5.500      116.914     4593.715
      13.856      188.600      116.914     4593.715
      13.864      104.800      116.914     4593.715
      13.871        0.100      116.914     4593.715
      13.879      121.100      116.914     4593.715
      13.886      134.100      116.914     4593.715
      13.894      132.300      116.914     4593.715
      13.901        0.000      116.914     4593.715
      13.909      151.900      116.914     4593.715
      13.916      130.900      116.914     4593.715
      13.924      106.000      116.914     4593.715
      13.931      113.800      116.914     4593.715
      13.938       94.400      116.914     4593.715
      13.946       87.500      116.914     4593.715
      13.953      117.700      116.914     4593.715
      13.961       68.200      116.914     4593.715
      13.969      107.800      116.914     4593.715
      13.976      124.400      116.914     4593.715
      13.984      102.200      116.914     4593.715
      13.992      100.300      116.914     4593.715
      13.999       95.100      116.914     4593.715
      14.007       63.700      116.914     4593.715
      14.014       90.900      116.914     4593.715
      14.021      152.300      116.914     4593.715
      14.029        6.400      116.914     4593.715
      14.036      160.800      116.914     4593.715
      14.044      134.000      116.914     4593.715
      14.051        4.800      116.914     4593.715
      14.059      161.100      116.914     4593.715
      14.066      104.500      116.914     4593.715
      14.074        0.000      116.914     4593.715
      14.081      177.200      116.914     4593.715
      14.089       92.900      116.914     4593.715
      14.096      141.000      116.914     4593.715
      14.103       88.800      116.914     4593.715
      14.111      119.300      116.914     4593.715
      14.118       21.200      116.914     4593.715
      14.126      141.000      116.914     4593.715
      14.133      100.600      116.914     4593.715
      14.141      139.200      116.914     4593.715
      14.148       67.900      116.914     4593.715
      14.155      133.200      116.914     4593.715
      14.163       38.700      116.914     4593.715
      14.171      131.000      116.914     4593.715
      14.178      124.700      116.914     4593.715
      14.186       76.400      116.914     4593.715
      14.194       91.800      116.914     4593.715
      14.201      131.400      116.914     4593.715
      14.208       75.700      116.914     4593.715
      14.215      130.100      116.914     4593.715
      14.223       95.600      116.914     4593.715
      14.230       47.200      116.914     4593.715
      14.238      163.100      116.914     4593.715
      14.245       99.100      116.914     4593.715
      14.252       67.000      116.914     4593.715
      14.260      111.300      116.914     4593.715
      14.268      116.800      116.914     4593.715
      14.275      101.600      116.914     4593.715
      14.283       59.100      116.914     4593.715
      14.291      142.100      116.914     4593.715
      14.299       92.400      116.914     4593.715
      14.306      104.100      116.914     4593.715
      14.314      101.200      116.914     4593.715
      14.322       83.200      116.914     4593.715
      14.331      107.700      116.914     4593.715
      14.339      100.400      116.914     4593.715
      14.347       82.100      116.914     4593.715
      14.355      119.100      116.914     4593.715
      14.363       80.100      116.914     4593.715
      14.370      123.800      116.914     4593.715
      14.378       76.700      116.914     4593.715
      14.386       92.600      116.914     4593.715
      14.393      111.200      116.914     4593.715
      14.401      116.300      116.914     4593.715
      14.408      100.200      116.914     4593.715
      14.417       80.700      116.914     4593.715
      14.425      113.000      116.914     4593.715
      14.432       84.100      116.914     4593.715
      14.439      115.300      116.914     4593.715
      14.447       76.100      116.914     4593.715
      14.455       54.100      116.914     4593.715
      14.463      155.300      116.914     4593.715
      14.470      111.700      116.914     4593.715
      14.478       97.500      116.914     4593.715
      14.485       55.000      116.914     4593.715
      14.493      136.800      116.914     4593.715
      14.500       28.900      116.914     4593.715
      14.508      160.200      116.914     4593.715
      14.515      120.600      116.914     4593.715
      14.525       92.100      116.914     4593.715
      14.537       93.400      116.914     4593.715
      14.547       88.700      116.914     4593.715
      14.556       99.100      116.914     4593.715
      14.565      100.600      116.914     4593.715
      14.574       93.100      116.914     4593.715
      14.583       61.400      116.914     4593.715
      14.591      145.800      116.914     4593.715
      14.601       97.400      116.914     4593.715
      14.608       61.400      116.914     4593.715
      14.616      119.500      116.914     4593.715
      14.623      119.300      116.914     4593.715
      14.631       87.400      116.914     4593.715
      14.638      112.700      116.914     4593.715
      14.648       89.000      116.914     4593.715
      14.656      100.900      116.914     4593.715
      14.663       85.700      116.914     4593.715
      14.671      117.700      116.914     4593.715
      14.679       98.200      116.914     4593.715
      14.686      103.800      116.914     4593.715
      14.694       96.700      116.914     4593.715
      14.701        8.800      116.914     4593.715
      14.709      183.000      116.914     4593.715
      14.717       16.200      116.914     4593.715
      14.724      152.500      116.914     4593.715
      14.732      133.700      116.914     4593.715
      14.739        0.000      116.914     4593.715
      14.747      133.000      116.914     4593.715
      14.755      142.800      116.914     4593.715
      14.762      122.400      116.914     4593.715
      14.770       39.000      116.914     4593.715
      14.778      160.500      116.914     4593.715
      14.786       88.400      116.914     4593.715
      14.793       93.700      116.914     4593.715
      14.800      102.900      116.914     4593.715
      14.808      115.200      116.914     4593.715
      14.815       95.600      116.914     4593.715
      14.823        0.000      116.914     4593.715
      14.830      163.900      116.914     4593.715
      14.837      113.000      116.914     4593.715
      14.844       91.400      116.914     4593.715
      14.851       94.300      116.914     4593.715
      14.859      135.900      116.914     4593.715
      14.866       93.100      116.914     4593.715
      14.873      110.400      116.914     4593.715
      14.880       28.000      116.914     4593.715
      14.888      138.300      116.914     4593.715
      14.895      138.400      116.914     4593.715
      14.902       81.400      116.914     4593.715
      14.909      103.000      116.914     4593.715
      14.916       93.100      116.914     4593.715
      14.924      104.900      116.914     4593.715
      14.932      115.100      116.914     4593.715
      14.939      102.700      116.914     4593.715
      14.947       82.500      116.914     4593.715
      14.955      101.900      116.914     4593.715
      14.963        0.000      116.914     4593.715
      14.971      125.900      116.914     4593.715
      14.978      132.000      116.914     4593.715
      14.986       79.900      116.914     4593.715
      14.994      159.200      116.914     4593.715
      15.002      107.700      116.914     4593.715
      15.010       18.000      116.914     4593.715
      15.018      107.000      116.914     4593.715
      15.026      158.600      116.914     4593.715
      15.033       95.800      116.914     4593.715
      15.041      121.500      116.914     4593.715
      15.049       54.600      116.914     4593.715
      15.056      134.600      116.914     4593.715
      15.064       37.300      116.914     4593.715
      15.071      138.200      116.914     4593.715
      15.079      123.100      116.914     4593.715
      15.087        0.000      116.914     4593.715
      15.095      158.400      116.914     4593.715
      15.103      120.500      116.914     4593.715
      15.110       89.000      116.914     4593.715
      15.118      127.500      116.914     4593.715
      15.126      105.900      116.914     4593.715
      15.134       35.400      116.914     4593.715
      15.141      169.000      116.914     4593.715
      15.149       78.200      116.914     4593.715
      15.156        0.000      116.914     4593.715
      15.164      205.200      116.914     4593.715
      15.172       98.600      116.914     4593.715
      15.179      107.200      116.914     4593.715
      15.187       22.600      116.914     4593.715
      15.194      148.100      116.914     4593.715
      15.202      130.600      116.914     4593.715
      15.209       87.200      116.914     4593.715
      15.216      115.500      116.914     4593.715
      15.224       89.500      116.914     4593.715
      15.232       32.500      116.914     4593.715
      15.239      119.000      116.914     4593.715
      15.247       79.600      116.914     4593.715
      15.254      130.900      116.914     4593.715
      15.262       99.200      116.914     4593.715
      15.270      121.200      116.914     4593.715
      15.277       83.200      116.914     4593.715
      15.285      131.300      116.914     4593.715
      15.293      113.200      116.914     4593.715
      15.300       74.700      116.914     4593.715
      15.308      110.400      116.914     4593.715
      15.316      114.900      116.914     4593.715
      15.324       88.400      116.914     4593.715
      15.332       93.700      116.914     4593.715
      15.341      107.500      116.914     4593.715
      15.350      101.600      116.914     4593.715
      15.358       99.600      116.914     4593.715
      15.366       36.300      116.914     4593.715
      15.374      165.000      116.914     4593.715
      15.381       12.700      116.914     4593.715
      15.389      186.200      116.914     4593.715
      15.396        9.500      116.914     4593.715
      15.404      137.000      116.914     4593.715
      15.411      138.100      116.914     4593.715
      15.418        0.000      116.914     4593.715
      15.425      138.500      116.914     4593.715
      15.433      138.200      116.914     4593.715
      15.440      137.700      116.914     4593.715
      15.447        0.000      116.914     4593.715
      15.454      138.900      116.914     4593.715
      15.462      159.800      116.914     4593.715
      15.469       66.900      116.914     4593.715
      15.477      102.900      116.914     4593.715
      15.484      134.200      116.914     4593.715
      15.491        0.000      116.914     4593.715
      15.499      196.600      116.914     4593.715
      15.506      105.900      116.914     4593.715
      15.514       30.600      116.914     4593.715
      15.521      145.600      116.914     4593.715
      15.528      115.400      116.914     4593.715
      15.536       36.700      116.914     4593.715
      15.543      132.500      116.914     4593.715
      15.550      135.900      116.914     4593.715
      15.558       97.800      116.914     4593.715
      15.565      103.100      116.914     4593.715
      15.572      100.000      116.914     4593.715
      15.581       90.100      116.914     4593.715
      15.590      100.400      116.914     4593.715
      15.598      107.200      116.914     4593.715
      15.606       97.000      116.914     4593.715
      15.614       92.500      116.914     4593.715
      15.622       88.500      116.914     4593.715
      15.630      111.200      116.914     4593.715
      15.637       87.100      116.914     4593.715
      15.645      114.900      116.914     4593.715
      15.653       55.800      116.914     4593.715
      15.661      139.300      116.914     4593.715
      15.668      105.400      116.914     4593.715
      15.676       94.800      116.914     4593.715
      15.683       39.600      116.914     4593.715
      15.690      158.000      116.914     4593.715
      15.698       82.600      116.914     4593.715
      15.705       50.200      116.914     4593.715
      15.713      131.000      116.914     4593.715
      15.720      131.100      116.914     4593.715
      15.728      108.200      116.914     4593.715
      15.736       97.400      116.914     4593.715
      15.743       96.700      116.914     4593.715
      15.751       66.600      116.914     4593.715
      15.759      138.400      116.914     4593.715
      15.766       94.700      116.914     4593.715
      15.773      104.500      116.914     4593.715
      15.781       54.700      116.914     4593.715
      15.789       88.400      116.914     4593.715
      15.796      128.000      116.914     4593.715
      15.804       89.100      116.914     4593.715
      15.812      132.000      116.914     4593.715
      15.819        0.000      116.914     4593.715
      15.827      201.800      116.914     4593.715
      15.835       74.200      116.914     4593.715
      15.842      115.400      116.914     4593.715
      15.850       44.000      116.914     4593.715
      15.858      144.200      116.914     4593.715
      15.865       88.500      116.914     4593.715
      15.873      122.900      116.914     4593.715
      15.881       68.800      116.914     4593.715
      15.889      138.800      116.914     4593.715
      15.896       58.900      116.914     4593.715
      15.904      111.800      116.914     4593.715
      15.911      115.200      116.914     4593.715
      15.918       16.100      116.914     4593.715
      15.926      163.800      116.914     4593.715
      15.934      118.400      116.914     4593.715
      15.941       94.700      116.914     4593.715
      15.949       70.700      116.914     4593.715
      15.956      147.100      116.914     4593.715
      15.964        0.000      116.914     4593.715
      15.971      146.900      116.914     4593.715
      15.979      131.300      116.914     4593.715
      15.986       21.400      116.914     4593.715
      15.994      165.500      116.914     4593.715
      16.002      121.700      116.914     4593.715
      16.009       92.800      116.914     4593.715
      16.017       87.900      116.914     4593.715
      16.025      118.400      116.914     4593.715
      16.032       30.400      116.914     4593.715
      16.040      128.200      116.914     4593.715
      16.047      125.800      116.914     4593.715
      16.055        0.000      116.914     4593.715
      16.063      184.500      116.914     4593.715
      16.071      115.800      116.914     4593.715
      16.078       99.000      116.914     4593.715
      16.086       48.500      116.914     4593.715
      16.093      152.800      116.914     4593.715
      16.101       77.900      116.914     4593.715
      16.108      127.700      116.914     4593.715
      16.116       73.400      116.914     4593.715
      16.123        0.000      116.914     4593.715
      16.131      189.900      116.914     4593.715
      16.138      111.200      116.914     4593.715
      16.146       95.500      116.914     4593.715
      16.154       58.600      116.914     4593.715
      16.161      138.300      116.914     4593.715
      16.169      112.900      116.914     4593.715
      16.176       81.500      116.914     4593.715
      16.184      129.800      116.914     4593.715
      16.191       94.300      116.914     4593.715
      16.198       28.100      116.914     4593.715
      16.206      156.500      116.914     4593.715
      16.213      121.500      116.914     4593.715
      16.221       28.500      116.914     4593.715
      16.228      166.800      116.914     4593.715
      16.236       83.400      116.914     4593.715
      16.243      117.000      116.914     4593.715
      16.251       84.300      116.914     4593.715
      16.258      108.300      116.914     4593.715
      16.266       35.900      116.914     4593.715
      16.273      158.900      116.914     4593.715
      16.281      105.500      116.914     4593.715
      16.288       60.400      116.914     4593.715
      16.296      131.900      116.914     4593.715
      16.303      102.700      116.914     4593.715
      16.311       79.700      116.914     4593.715
      16.318      117.200      116.914     4593.715
      16.326      101.300      116.914     4593.715
      16.334      106.600      116.914     4593.715
      16.342       54.600      116.914     4593.715
      16.350      142.900      116.914     4593.715
      16.358       82.800      116.914     4593.715
      16.367       70.300      116.914     4593.715
      16.375      139.500      116.914     4593.715
      16.383      106.300      116.914     4593.715
      16.391       84.500      116.914     4593.715
      16.398       58.700      116.914     4593.715
      16.406      136.100      116.914     4593.715
      16.414       96.000      116.914     4593.715
      16.421       89.100      116.914     4593.715
      16.429      127.900      116.914     4593.715
      16.436       99.100      116.914     4593.715
      16.444       61.500      116.914     4593.715
      16.452      149.500      116.914     4593.715
      16.459       86.400      116.914     4593.715
      16.467       80.700      116.914     4593.715
      16.474      135.000      116.914     4593.715
      16.482        0.600      116.914     4593.715
      16.489      151.100      116.914     4593.715
      16.496      145.100      116.914     4593.715
      16.504       64.400      116.914     4593.715
      16.511       90.600      116.914     4593.715
      16.519      145.700      116.914     4593.715
      16.526       76.500      116.914     4593.715
      16.534       95.900      116.914     4593.715
      16.542      124.500      116.914     4593.715
      16.549       98.900      116.914     4593.715
      16.557       53.300      116.914     4593.715
      16.565      146.500      116.914     4593.715
      16.572       98.600      116.914     4593.715
      16.580       56.500      116.914     4593.715
      16.587      136.400      116.914     4593.715
      16.595       61.500      116.914     4593.715
      16.602       87.700      116.914     4593.715
      16.610      151.400      116.914     4593.715
      16.617       78.000      116.914     4593.715
      16.625      120.400      116.914     4593.715
      16.633       87.800      116.914     4593.715
      16.641       76.400      116.914     4593.715
      16.649      126.100      116.914     4593.715
      16.656      114.500      116.914     4593.715
      16.664       91.600      116.914     4593.715
      16.672       89.600      116.914     4593.715
      16.680       97.100      116.914     4593.715
      16.687       40.500      116.914     4593.715
      16.695      172.500      116.914     4593.715
      16.703       96.700      116.914     4593.715
      16.711       74.900      116.914     4593.715
      16.718       99.200      116.914     4593.715
      16.725      122.100      116.914     4593.715
      16.733      104.400      116.914     4593.715
      16.740       92.900      116.914     4593.715
      16.748       36.000      116.914     4593.715
      16.756      133.300      116.914     4593.715
      16.763      124.500      116.914     4593.715
      16.771      117.200      116.914     4593.715
      16.779       86.100      116.914     4593.715
      16.786       77.900      116.914     4593.715
      16.794      130.700      116.914     4593.715
      16.801       73.200      116.914     4593.715
      16.809      128.100      116.914     4593.715
      16.817       69.900      116.914     4593.715
      16.825      102.000      116.914     4593.715
      16.833       91.300      116.914     4593.715
      16.841      119.900      116.914     4593.715
      16.849      106.000      116.914     4593.715
      16.856      101.300      116.914     4593.715
      16.864       97.200      116.914     4593.715
      16.871       40.000      116.914     4593.715
      16.879      136.900      116.914     4593.715
      16.887       75.500      116.914     4593.715
      16.895      137.200      116.914     4593.715
      16.904       75.100      116.914     4593.715
      16.912      122.200      116.914     4593.715
      16.919       90.400      116.914     4593.715
      16.927       99.000      116.914     4593.715
      16.935      118.700      116.914     4593.715
      16.943       82.900      116.914     4593.715
      16.951       70.000      116.914     4593.715
      16.958      145.800      116.914     4593.715
      16.966       71.900      116.914     4593.715
      16.973      121.000      116.914     4593.715
      16.980      110.400      116.914     4593.715
      16.988      101.100      116.914     4593.715
      16.996       79.800      116.914     4593.715
      17.006      110.900      116.914     4593.715
      17.013       82.300      116.914     4593.715
      17.021      102.300      116.914     4593.715
      17.029      108.900      116.914     4593.715
      17.037      107.400      116.914     4593.715
      17.044       61.700      116.914     4593.715
      17.052      137.800      116.914     4593.715
      17.060       99.100      116.914     4593.715
      17.068       25.000      116.914     4593.715
      17.075      167.300      116.914     4593.715
      17.083       92.100      116.914     4593.715
      17.091       73.000      116.914     4593.715
      17.098      103.300      116.914     4593.715
      17.106      125.500      116.914     4593.715
      17.114       29.100      116.914     4593.715
      17.121      153.800      116.914     4593.715
      17.129      110.300      116.914     4593.715
      17.136      112.000      116.914     4593.715
      17.144       92.000      116.914     4593.715
      17.152      110.300      116.914     4593.715
      17.159       96.700      116.914     4593.715
      17.166       22.700      116.914     4593.715
      17.174      165.900      116.914     4593.715
      17.181      114.300      116.914     4593.715
      17.189       97.000      116.914     4593.715
      17.197       97.700      116.914     4593.715
      17.204       54.500      116.914     4593.715
      17.211      120.000      116.914     4593.715
      17.218       95.900      116.914     4593.715
      17.226      113.100      116.914     4593.715
      17.234       50.800      116.914     4593.715
      17.241      140.900      116.914     4593.715
      17.249      114.900      116.914     4593.715
      17.257       95.000      116.914     4593.715
      17.265       82.800      116.914     4593.715
      17.273      128.800      116.914     4593.715
      17.280       31.600      116.914     4593.715
      17.287      134.000      116.914     4593.715
      17.294      111.100      116.914     4593.715
      17.302      106.400      116.914     4593.715
      17.309      103.100      116.914     4593.715
      17.317      100.100      116.914     4593.715
      17.325       77.300      116.914     4593.715
      17.332      128.000      116.914     4593.715
      17.342       96.000      116.914     4593.715
      17.350       95.600      116.914     4593.715
      17.357       64.600      116.914     4593.715
      17.365      112.500      116.914     4593.715
      17.373      125.300      116.914     4593.715
      17.381       69.600      116.914     4593.715
      17.388       97.600      116.914     4593.715
      17.396      134.600      116.914     4593.715
      17.404       90.500      116.914     4593.715
      17.412       60.900      116.914     4593.715
      17.419      122.900      116.914     4593.715
      17.427      118.800      116.914     4593.715
      17.434       50.600      116.914     4593.715
      17.441      134.500      116.914     4593.715
      17.449       43.300      116.914     4593.715
      17.456      179.600      116.914     4593.715
      17.463       93.500      116.914     4593.715
      17.471      104.500      116.914     4593.715
      17.479       79.200      116.914     4593.715
      17.486      106.700      116.914     4593.715
      17.493       88.200      116.914     4593.715
      17.501       89.200      116.914     4593.715
      17.508      129.500      116.914     4593.715
      17.516       29.400      116.914     4593.715
      17.523      172.100      116.914     4593.715
      17.531       95.600      116.914     4593.715
